Raters,Set,Emotion,Stimulus,Accuracy,Shared
Online,CAFE,Surprise,surprise_M-AA-05,1,1
Live,CAFE,Surprise,surprise_M-AA-06,0.71,1
Online,CAFE,Surprise,surprise_M-AA-06,0.714285714,1
Live,CAFE,Surprise,surprise_M-AA-07,0.85,1
Online,CAFE,Surprise,surprise_M-AA-07,1,1
Live,CAFE,Surprise,surprise_M-AA-08,0.57,1
Online,CAFE,Surprise,surprise_M-AA-08,0.3,1
Live,CAFE,Surprise,surprise_M-AA-09,0.8,0
Live,CAFE,Surprise,surprise_M-AS-02,0.79,0
Live,CAFE,Surprise,surprise_M-AS-04,0.79,1
Online,CAFE,Surprise,surprise_M-AS-04,0.909090909,1
Live,CAFE,Surprise,surprise_M-AS-06,0.72,1
Online,CAFE,Surprise,surprise_M-AS-06,0.75,1
Live,CAFE,Surprise,surprise_M-AS-07,0.62,1
Online,CAFE,Surprise,surprise_M-AS-07,0.6875,1
Live,CAFE,Surprise,surprise_M-EA-02,0.78,1
Online,CAFE,Surprise,surprise_M-EA-02,0.833333333,1
Live,CAFE,Surprise,surprise_M-EA-06,0.75,1
Online,CAFE,Surprise,surprise_M-EA-06,0.666666667,1
Live,CAFE,Surprise,surprise_M-EA-06b-2,0.71,1
Online,CAFE,Surprise,surprise_M-EA-06b-2,0.7,1
Live,CAFE,Surprise,surprise_M-EA-07,0.66,1
Online,CAFE,Surprise,surprise_M-EA-07,0.636363636,1
Live,CAFE,Surprise,surprise_M-EA-08,0.91,1
Online,CAFE,Surprise,surprise_M-EA-08,0.833333333,1
Live,CAFE,Surprise,surprise_M-EA-10,0.82,0
Live,CAFE,Surprise,surprise_M-EA-12,0.83,0
Live,CAFE,Surprise,surprise_M-EA-16,0.79,0
Live,CAFE,Surprise,surprise_M-EA-18,0.86,1
Online,CAFE,Surprise,surprise_M-EA-18,0.888888889,1
Live,CAFE,Surprise,surprise_M-EA-20,0.55,0
Live,CAFE,Surprise,surprise_M-EA-21,0.95,1
Online,CAFE,Surprise,surprise_M-EA-21,0.818181818,1
Live,CAFE,Surprise,surprise_M-EA-24,0.53,0
Live,CAFE,Surprise,surprise_M-EA-25,0.67,0
Live,CAFE,Surprise,surprise_M-EA-26,0.82,0
Live,CAFE,Surprise,surprise_M-EA-27,0.86,1
Online,CAFE,Surprise,surprise_M-EA-27,0.6875,1
Live,CAFE,Surprise,surprise_M-EA-28,0.89,1
Online,CAFE,Surprise,surprise_M-EA-28,1,1
Live,CAFE,Surprise,surprise_M-EA-29,0.65,1
Online,CAFE,Surprise,surprise_M-EA-29,1,1
Live,CAFE,Surprise,surprise_M-EA-32,0.68,0
Live,CAFE,Surprise,surprise_M-EA-34,0.52,0
Live,CAFE,Surprise,surprise_M-EA-35,0.93,1
Online,CAFE,Surprise,surprise_M-EA-35,1,1
Live,CAFE,Surprise,surprise_M-EA-36,0.59,0
Live,CAFE,Surprise,surprise_M-EA-38,0.64,1
Online,CAFE,Surprise,surprise_M-EA-38,0.833333333,1
Live,CAFE,Surprise,surprise_M-LA-02,0.61,1
Online,CAFE,Surprise,surprise_M-LA-02,0.666666667,1
Live,CAFE,Surprise,surprise_M-LA-04,0.68,0
Live,CAFE,Surprise,surprise_M-LA-06,0.81,0
Live,CAFE,Surprise,surprise_M-LA-07,0.84,1
Online,CAFE,Surprise,surprise_M-LA-07,1,1
Live,CAFE,Surprise,surprise_M-LA-08,0.83,0
Live,CAFE,Surprise,surprise_M-LA-09,0.72,1
Online,CAFE,Surprise,surprise_M-LA-09,0.666666667,1
Live,CAFE,Surprise,surprise_M-LA-10,0.62,1
Online,CAFE,Surprise,surprise_M-LA-10,0.333333333,1
Online,Google,Surprise,surprise1,1,0
Online,Google,Surprise,surprise10,0.875,0
Online,Google,Surprise,surprise11,0.9375,0
Online,Google,Surprise,surprise12,0.857142857,0
Online,Google,Surprise,surprise13,0.7,0
Online,Google,Surprise,surprise14,0.8,0
Online,Google,Surprise,surprise16,0.888888889,0
Online,Google,Surprise,surprise17,0.857142857,0
Online,Google,Surprise,surprise2,0.777777778,0
Online,Google,Surprise,surprise20,0.833333333,0
Online,Google,Surprise,surprise21,0.666666667,0
Online,Google,Surprise,surprise22,0.571428571,0
Online,Google,Surprise,surprise23,0.777777778,0
Online,Google,Surprise,surprise27,0.333333333,0
Online,Google,Surprise,surprise28,0.444444444,0
Online,Google,Surprise,surprise29,0.7,0
Online,Google,Surprise,surprise3,0.888888889,0
Online,Google,Surprise,surprise30,1,0
Online,Google,Surprise,surprise31,0.818181818,0
Online,Google,Surprise,surprise32,0.875,0
Online,Google,Surprise,surprise33,1,0
Online,Google,Surprise,surprise34,0.777777778,0
Online,Google,Surprise,surprise36,0.714285714,0
Online,Google,Surprise,surprise38,0.714285714,0
Online,Google,Surprise,surprise39,1,0
Online,Google,Surprise,surprise4,0.8125,0
Online,Google,Surprise,surprise40,1,0
Online,Google,Surprise,surprise43,0.833333333,0
Online,Google,Surprise,surprise44,0.454545455,0
Online,Google,Surprise,surprise45,0.875,0
Online,Google,Surprise,surprise46,0.375,0
Online,Google,Surprise,surprise48,0.571428571,0
Online,Google,Surprise,surprise49,0.333333333,0
Online,Google,Surprise,surprise51,0.090909091,0
Online,Google,Surprise,surprise52,1,0
Online,Google,Surprise,surprise54,0.625,0
Online,Google,Surprise,surprise55,1,0
Online,Google,Surprise,surprise56,0.375,0
Online,Google,Surprise,surprise58,0.5,0
Online,Google,Surprise,surprise59,0.875,0
Online,Google,Surprise,surprise6,0.9,0
Online,Google,Surprise,surprise60,0.4,0
Online,Google,Surprise,surprise63,0.714285714,0
Online,Google,Surprise,surprise64,0.666666667,0
Online,Google,Surprise,surprise65,0.636363636,0
Online,Google,Surprise,surprise68,0.222222222,0
Online,Google,Surprise,surprise70,0.833333333,0
Online,Google,Surprise,surprise71,0.875,0
Online,Google,Surprise,surprise72,1,0
Online,Google,Surprise,surprise73,0.777777778,0
Online,Google,Surprise,surprise74,0.857142857,0
Online,Google,Surprise,surprise75,0.727272727,0
Online,Google,Surprise,surprise76,0.888888889,0
Online,Google,Surprise,surprise77,1,0
Online,Google,Surprise,surprise78,1,0
Online,Google,Surprise,surprise79,1,0
Online,Google,Surprise,surprise81,0.6,0
Online,Google,Surprise,surprise82,0.666666667,0
Online,Google,Surprise,surprise83,0.7,0
Online,Google,Surprise,surprise84,0.5,0
Online,Google,Surprise,surprise85,0.666666667,0
Online,Google,Surprise,surprise86,0.8125,0
Online,Google,Surprise,surprise87,0.875,0
Online,Google,Surprise,surprise88,1,0
Online,Google,Surprise,surprise89,1,0
Online,Google,Surprise,surprise9,1,0
Online,Google,Surprise,surprise90,0.888888889,0
